clean_names,median_age_male,total_population,male,employed,unemployed,white,black,asian,median_income,harrys_orders_last_month
"Summit Park, UT",36.7,37877,0.5173324181,0.6937380746,0.0317085863,0.9469598965,0.0047786256,0.0199329408,89886,7.7161245168
"Greenwood, SC",38.6,94808,0.4723757489,0.4958563171,0.0759587215,0.6517909881,0.3044468821,0.0058011982,35912,26.9463534319
"The Villages, FL",63.8,103708,0.5131908821,0.2272278821,0.0289123594,0.8837698153,0.0874570911,0.0078393181,49874,39.2203969604
"Fond du Lac, WI",39.9,101709,0.4903794158,0.644258423,0.0459913598,0.9374293327,0.0119065176,0.0122801325,54529,32.1113314468
"Morristown, TN",39.2,115029,0.489972094,0.5143519421,0.0646866402,0.9204635353,0.0323309774,0.0046162272,39822,35.2825151553
"Whitewater-Elkhorn, WI",37.2,102920,0.4999902837,0.6328587368,0.054877753,0.9374854256,0.0097551496,0.0083365721,53998,20.9941460625
"Bay City, MI",40.1,107074,0.4918187422,0.5291741213,0.0621688694,0.9451407438,0.0128602649,0.0055102079,45715,29.7231630559
"Gadsden, AL",39.2,104126,0.48322225,0.4809318481,0.0578991496,0.8153967309,0.1536599889,0.0066842095,38467,19.5473483363
"Michigan City-La Porte, IN",37.9,111293,0.5181997071,0.5224529483,0.0644530377,0.8456147287,0.1057119495,0.0052743659,47117,23.1872654142
"Missoula, MT",33.4,111011,0.5027429714,0.6335053965,0.0636997588,0.9252416427,0.0040986929,0.0104404068,47029,40.5000465803
"Tullahoma-Manchester, TN",39.4,100568,0.4837622305,0.5074346436,0.0629984944,0.908678705,0.0278120277,0.0080741389,41158,33.8512042609
"Ames, IA",25.2,91939,0.518800509,0.6421410299,0.0384615385,0.8847931781,0.0244727482,0.0620737663,51270,26.3189718722
"Roseburg, OR",45.7,107156,0.4938594199,0.4428727983,0.0700123146,0.9282168054,0.0030889544,0.0094348427,40820,30.6455130998
"Guayama, PR",34.9,82282,0.4895602927,0.2909653675,0.0914088606,0.6230524294,0.1723827812,0.0003889064,16010,23.7016080291
"Columbus, IN",36.5,78628,0.4973419138,0.6162892836,0.0363068515,0.8757058554,0.019242509,0.0439029353,54488,16.2096776205
"Mankato-North Mankato, MN",30.9,97643,0.5021865367,0.6834364451,0.0369319964,0.9291295843,0.0285427527,0.0167139477,54112,20.0287988969
"Lewiston-Auburn, ME",39.5,107470,0.4897552805,0.5973932438,0.0581176525,0.9265097236,0.0161905648,0.0084860891,45765,41.2257546657
"Twin Falls, ID",33.1,101513,0.4974239753,0.5874168259,0.0466829172,0.914316393,0.0047777132,0.0134071498,43282,37.8172735023
"Ukiah, CA",40.6,87612,0.5019746153,0.5240269408,0.0736334633,0.8234146007,0.0080468429,0.0179199196,43290,30.6663521496
"Shelby, NC",39.5,97464,0.4797258475,0.5125164012,0.0802181687,0.7610912747,0.2080357876,0.0096548469,39197,30.7054242376
"Pine Bluff, AR",36.4,97365,0.5093822215,0.4617642515,0.0682578918,0.494027628,0.4787757408,0.006460227,36856,35.4045389004
"Lima, OH",36.4,105562,0.5038366079,0.5535164901,0.0688813072,0.8338890889,0.1183190921,0.0077774199,43648,26.2200743185
"Richmond-Berea, KY",34.2,102450,0.4869497316,0.5455662651,0.0560240964,0.9275744265,0.0367008297,0.0090873597,40546,38.445536376
"Elko, NV",33.4,52752,0.522122384,0.6681054182,0.0369674504,0.8817296027,0.0120753715,0.0094783136,72207,16.734139216
"Midland, MI",39.5,83620,0.4911384836,0.5526245194,0.0530120123,0.9387108347,0.0130949534,0.0230447261,52613,25.5946061395
"Lufkin, TX",35.5,87433,0.4892775039,0.5354661764,0.0553353727,0.7835942951,0.1533517093,0.0093214233,42374,20.3462538518
"Bartlesville, OK",37.9,51564,0.4815181134,0.5577509093,0.0367885579,0.7871383136,0.0255992553,0.0171243503,48870,11.7595015097
"Nogales, AZ",33,47250,0.4793862434,0.5036796166,0.0670888242,0.7572275132,0.0045714286,0.0088042328,38802,10.3179433213
"Alamogordo, NM",34,65415,0.5111977375,0.436445334,0.066890354,0.7713368493,0.0397156615,0.0127187954,40614,22.037403881
"Elmira, NY",39.4,88681,0.4978292983,0.5432804856,0.0355635925,0.8869769173,0.0564156922,0.0151779975,49685,30.0962542527
"Hot Springs, AR",42.3,96804,0.4850522706,0.4926160204,0.0549646963,0.8486736085,0.0828891368,0.0086566671,39558,31.223384153
"Dubuque, IA",37.3,95166,0.4923186852,0.6606312666,0.0326891747,0.9395057058,0.0157934556,0.0135237375,53410,21.5945738035
"Adrian, MI",38.7,99257,0.5066141431,0.5394802849,0.0612395906,0.9251639683,0.0243207028,0.002941858,48118,20.4809626425
"Roanoke Rapids, NC",40.6,75113,0.4808754809,0.438456486,0.0851067323,0.4004899285,0.5293224875,0.0059776603,32360,24.3075699171
"Paducah, KY-IL",41.7,98410,0.482908241,0.5309532229,0.0446428571,0.8821562849,0.0835992277,0.0077126308,43028,34.3192912549
"Hermiston-Pendleton, OR",35.6,87862,0.5204752908,0.5445797826,0.0619729621,0.859598006,0.005941135,0.0069768501,47499,17.7004288049
"Cape Girardeau, MO-IL",35.7,97246,0.4872077001,0.5707681866,0.0473025751,0.8769101043,0.0878288053,0.0114657672,42889,22.7458896712
"Bluefield, WV-VA",40.7,106492,0.4836325733,0.4601892744,0.0356294809,0.928388987,0.0445197761,0.0051740976,35910,28.9059163479
"Sebring, FL",50.3,98261,0.4857064349,0.3704386422,0.0650868917,0.84116791,0.0940658043,0.0146344938,35911,32.6707775009
"LaGrange, GA",34.1,68375,0.4841974406,0.5248177388,0.0825369244,0.6076928702,0.3397879342,0.0171115174,41906,25.7612864347
"Opelousas, LA",35.3,83518,0.4790823535,0.4931082937,0.0323981243,0.5646806676,0.4090615197,0.0045020235,33928,16.4790904598
"Riverton, WY",36.9,40739,0.4986376691,0.5805390358,0.0628558775,0.7397579715,0.0044674636,0.0066030094,51749,14.616122769
"Grand Forks, ND-MN",30.4,99774,0.5121073626,0.654502059,0.0309659548,0.905235833,0.0212981338,0.01723896,48396,21.3583628779
"Hobbs, NM",31.1,66876,0.51167833,0.5778957292,0.0385482417,0.8850708774,0.0329266104,0.0017943657,55248,22.3795018703
"Talladega-Sylacauga, AL",39.9,92920,0.4894640551,0.4596294066,0.0842464379,0.6544123978,0.3182307361,0.0031209643,35514,20.0676890768
"Corning, NY",41.2,98917,0.4953749103,0.5508301114,0.0518156319,0.9506556001,0.0170142645,0.0148103966,47733,37.1768451244
"Bloomsburg-Berwick, PA",39.6,85564,0.4812654855,0.5491990206,0.0350612102,0.9529475013,0.0187345145,0.0146790706,47909,31.1312931017
"Elizabeth City, NC",38.4,63867,0.4875914009,0.5055002721,0.0701236104,0.650883868,0.3093929572,0.0125103731,47296,14.1638731765
"Española, NM",39.1,40155,0.4918441041,0.4979977117,0.0768179507,0.6642261238,0.0041090773,0.0047814718,38635,11.6776760079
"Roswell, NM",32.9,65850,0.4946848899,0.5447159364,0.0435724603,0.7967046317,0.0172968869,0.008929385,40541,22.7883091061
"Sanford, NC",36.2,59096,0.4893563016,0.5586508652,0.0707328335,0.6833626641,0.192652633,0.0117774469,46309,21.3121587179
"Gillette, WY",32.3,47448,0.5215815208,0.7336584266,0.0324153677,0.9326842017,0.0078190862,0.0060908784,78609,13.1952853862
"Laurel, MS",36.5,84960,0.4847457627,0.4979142333,0.0407141665,0.6462570621,0.3332509416,0.0044962335,36862,19.2593852643
"Fort Leonard Wood, MO",24.9,53343,0.5642164858,0.3590366034,0.0577371603,0.7564253979,0.1148229383,0.0284948353,49604,16.9134246098
"Statesboro, GA",25.4,71940,0.4962329719,0.5175753045,0.0552657957,0.6573255491,0.2824854045,0.0169446761,35642,18.0401657351
"Nacogdoches, TX",29.6,65322,0.4769909066,0.5330512751,0.0496254318,0.7626067787,0.1834910137,0.0155077922,39126,20.546788182
"Minot, ND",30.8,74111,0.5191671952,0.6584513644,0.0176066541,0.90136417,0.027027027,0.0102683812,58918,26.6188760395
"Marshall, TX",35.6,66971,0.4890773618,0.5565687463,0.0516534888,0.7265980798,0.2216929716,0.005017097,46969,23.3616627207
"Albertville, AL",37.2,94121,0.4919199754,0.5180589681,0.0541223041,0.9252132893,0.0180937304,0.0054398062,39473,26.4156307116
"Port Angeles, WA",47.3,72024,0.4962651338,0.4469649716,0.0532648304,0.8791236255,0.0095246029,0.014800622,47008,17.4118065797
"St. Marys, GA",29.5,51193,0.5135077061,0.5147504263,0.0605798356,0.7501611548,0.1891860215,0.0133612017,52799,13.3525130771
"Keene, NH",41.2,76596,0.4867486553,0.6175780517,0.0527278984,0.9570734764,0.0078463627,0.0114888506,56139,26.7776664935
"Liberal, KS",29,23319,0.5109567306,0.6504813478,0.0600481348,0.5947510614,0.0467858828,0.0282173335,48621,8.3446267664
"Stillwater, OK",26.2,78723,0.5105115405,0.5733708608,0.0374659715,0.8091155063,0.0361393748,0.0385020896,37637,15.6808870432
"Bozeman, MT",32.6,93108,0.5152188856,0.6671463653,0.0453777297,0.9515723676,0.0033079864,0.0105898526,54298,20.4446248313
"Pocatello, ID",31.5,83394,0.498357196,0.5991221537,0.0475368014,0.9039139506,0.0074465789,0.012638799,43953,25.8273464987
"Casper, WY",35.5,78667,0.5065402265,0.6589366698,0.0381300055,0.9241613383,0.0104745319,0.0089999619,56769,29.9185679464
"Mount Pleasant, MI",26.1,70506,0.4857884435,0.5495509082,0.0759936993,0.8863500979,0.0248773154,0.0166510652,37615,15.5587625642
"Cookeville, TN",37,106901,0.4929794857,0.4921792933,0.0570940447,0.9528909926,0.0188679245,0.0079325731,34654,29.1378632904
"Fort Polk South, LA",28.8,52844,0.5201915071,0.4415754373,0.0358625897,0.7706645977,0.1422488835,0.0164067822,46867,18.3089556825
"Warsaw, IN",36.8,77790,0.4990358658,0.6146409981,0.0516235644,0.9256716802,0.0078673351,0.0123666281,52706,26.1478462466
"Salem, OH",41.5,106622,0.5021571533,0.5365321323,0.0583867429,0.9538462981,0.0219466902,0.0035546135,43707,23.4073601192
"Great Falls, MT",36.3,81953,0.5001525264,0.565117736,0.0326849319,0.8932924969,0.0133857211,0.0083096409,45091,18.2769136688
"Faribault-Northfield, MN",34.6,64829,0.5080133891,0.6453420951,0.0431580982,0.90098567,0.0354316741,0.020592636,60365,19.885727194
"Bemidji, MN",31.9,45236,0.5007958263,0.5789758333,0.0717599841,0.7438765585,0.0085330268,0.0091741091,43990,12.4434729974
"Kokomo, IN",39.2,82914,0.4828738211,0.530827773,0.0608233852,0.883204284,0.0704947295,0.0124828135,42078,28.1824517501
"Vicksburg, MS",35.8,57687,0.4760171269,0.497823515,0.0589101949,0.4415726247,0.5366893754,0.0094648708,37686,16.0311345254
"Frankfort, KY",39,71173,0.4858022003,0.560292753,0.0622100047,0.86924817,0.0800443989,0.010748458,48665,21.8167830771
"Ada, OK",33.7,37873,0.4875769018,0.5795112153,0.0425175762,0.7162622449,0.0233939746,0.0055448473,42566,7.621388516
"Watertown-Fort Atkinson, WI",38.5,84201,0.4980938469,0.6505903751,0.0455155346,0.9464614435,0.0074939728,0.0072445695,54522,19.8014659821
"Greenville, MS",32.9,50038,0.4668451976,0.4494993298,0.1301479671,0.2689755786,0.7107198529,0.0054358687,28936,13.597502028
"New Castle, PA",42.5,89859,0.4824335904,0.5378684869,0.0428450995,0.9334179103,0.0407527348,0.0033608208,43991,18.4919725632
"Parkersburg-Vienna, WV",41.2,92405,0.484811428,0.5219510241,0.0567335167,0.9633028516,0.0105513771,0.0054217845,42223,35.1885736628
"Vernal, UT",29,34576,0.5118000925,0.6210176532,0.0288265836,0.8731779269,0.0036152244,0.004801018,62363,10.5613118323
"Red Bluff, CA",38.9,63284,0.4976613362,0.4537596712,0.0869398775,0.8686555843,0.0049775615,0.0127204349,42369,13.073445946
"Ketchikan, AK",38.1,13676,0.5181339573,0.6144177449,0.0573012939,0.6836063176,0.0040216438,0.0609827435,61712,2.5764622821
"Columbus, MS",34.7,59736,0.4764798446,0.5111536559,0.0855723105,0.5398419713,0.4412414624,0.0069304942,38672,11.3572994212
"Plattsburgh, NY",38.5,81829,0.5141209107,0.5231846019,0.0410032079,0.9188185118,0.0419166799,0.0132226961,50985,19.6356193581
"Glenwood Springs, CO",37,73987,0.5174692851,0.6731073641,0.0559359945,0.9002121994,0.010731615,0.0076905402,60258,20.7977369973
"Searcy, AR",34.6,78275,0.492366656,0.52454684,0.039900775,0.912488023,0.043308847,0.0048163526,42852,28.7017325379
"Enid, OK",35.1,61663,0.495824076,0.5862040081,0.0357045631,0.8312602371,0.0322235376,0.0096816567,46726,13.9436550569
"Indiana, PA",37,88301,0.5020214947,0.5303459013,0.0491707845,0.9452441082,0.0252092275,0.0112456258,45168,27.5978857555
"Ardmore, OK",37.3,48288,0.4856900265,0.5529769268,0.0386704674,0.7463966203,0.0690854871,0.0097953943,43280,9.6302810326
"Williston, ND",33.4,27066,0.5318111284,0.7065806208,0.0088558104,0.9075592995,0.0111579103,0.0055050617,82823,7.2547149593
"Helena, MT",41,76237,0.500727993,0.6273517941,0.0380040142,0.9380091032,0.0046171806,0.0056403059,56470,24.6481580252
"Findlay, OH",38.2,75290,0.4862133085,0.6126842578,0.05340565,0.9371762518,0.0139726391,0.0175986187,50166,21.2197702495
"Brainerd, MN",43.9,91399,0.5033424873,0.5550203426,0.0480875209,0.9311808663,0.0064114487,0.0048797033,47742,26.3221043893
"Shelton, WA",43.7,60728,0.5153141879,0.4394940155,0.0690124495,0.8572157818,0.0163680674,0.0148695824,49538,15.4957154307
"Zanesville, OH",38.7,85947,0.4844148138,0.5411716389,0.0584499399,0.9269433488,0.032613122,0.002862229,40937,18.2040650824
"Clarksburg, WV",40.9,94320,0.4961513995,0.5121036037,0.0421867264,0.9617578456,0.0151611535,0.0051526718,42555,31.0475936037
"Ashtabula, OH",40.4,100346,0.5013353796,0.517059052,0.0548921828,0.9320849859,0.0341618002,0.0038666215,40304,35.7663238343
"Durant, OK",35.6,43595,0.4865695607,0.5387942295,0.0561377028,0.7433880032,0.0194058952,0.0046106205,38743,15.4570538388
"Oxford, NC",40.2,57955,0.5098610991,0.5121264849,0.0567764387,0.6156155638,0.3126391166,0.0045034941,49655,18.6693683731
"Jefferson, GA",36.9,60928,0.4957819065,0.5582625763,0.0512650937,0.8871454832,0.07252823,0.0165933561,52857,23.4230937705
"Aberdeen, WA",40.9,71734,0.5144004238,0.4476018876,0.078970399,0.8641508908,0.0126996961,0.0149998606,43379,18.3746350112
"Danville, IL",38.6,80773,0.4968863358,0.5146771037,0.0692033331,0.8279870749,0.1354289181,0.0082577099,42548,16.109591397
"Grants Pass, OR",46.2,83021,0.4864431891,0.4111722276,0.0654833607,0.9336192048,0.0031799183,0.0060466629,37447,29.8905448261
"Russellville, AR",34.8,84621,0.4993441344,0.5466997637,0.045952089,0.8924498647,0.0261755356,0.0066177426,39455,29.3543092873
"Georgetown, SC",45,60389,0.476195996,0.462452433,0.063800502,0.636854394,0.3317822782,0.0040570303,41578,23.1286737619
"Oxford, MS",26.9,50256,0.4889565425,0.5174336853,0.056173884,0.7170686087,0.2428963706,0.0226639605,41343,14.2934954447
"Kalispell, MT",41.1,92373,0.4987171576,0.5848779892,0.0526065643,0.9541749212,0.0022084375,0.0051854979,46858,18.8225095983
"Meadville, PA",41,87801,0.488912427,0.5308893892,0.0470447509,0.9598865617,0.0181888589,0.0041343493,43622,31.9246646021
"Junction City, KS",25.8,36458,0.5141532723,0.5098970098,0.0521842337,0.6936474848,0.1673706731,0.0294036974,45660,9.7295107496
"Henderson, NC",36.5,44998,0.4671318725,0.4919802855,0.0653542634,0.4338415041,0.5000222232,0.0015334015,34075,9.574755974
"Safford, AZ",32.4,37311,0.5366513897,0.4274661509,0.0647969052,0.7621344912,0.0213877945,0.004985125,46965,11.03126
"Durango, CO",37.3,52547,0.5080784821,0.6277299878,0.0401051636,0.8794032009,0.0038822388,0.0068700402,58456,16.0020694087
"Sandusky, OH",42.6,76416,0.4895309883,0.5758950189,0.0539109662,0.8694906826,0.0814096524,0.005784129,48204,26.4767562667
"Morgan City, LA",37.2,53784,0.4935296743,0.5115320467,0.0679294734,0.6001970846,0.3128811542,0.0154692845,41956,14.2038792696
"New Philadelphia-Dover, OH",39.5,92616,0.4926794506,0.5786631482,0.0499483106,0.9697676427,0.0099874752,0.0033255593,44656,17.4976378012
"Laconia, NH",45,60252,0.4872037443,0.6084276881,0.0387456838,0.9634534953,0.0081159132,0.0109042024,60782,17.3648037809
"Othello, WA",28.5,18951,0.5087330484,0.5876161942,0.0827379581,0.6745290486,0.000949818,0.0097092502,44533,4.0998686329
"Clovis, NM",29.5,50173,0.5139816236,0.549867092,0.0533758639,0.7233571841,0.0649552548,0.0142706236,40318,14.5133958473
"Cumberland, MD-WV",39.7,101888,0.5113065327,0.4726980854,0.0551076844,0.904817054,0.0671325377,0.0065169598,37276,37.6239667254
"Carson City, NV",40.4,54634,0.5138375371,0.5157963476,0.0874597491,0.8333089285,0.0153384339,0.0234652414,50108,10.2097121622
"Walla Walla, WA",35.7,63507,0.5106681153,0.5414658989,0.0400360403,0.8694159699,0.0158565198,0.0159982364,47309,11.8019740604
"Payson, AZ",47.1,53242,0.498516209,0.4181604805,0.057413075,0.7920438751,0.0059915105,0.0061229856,40042,10.5060756608
"Ozark, AL",34.1,50013,0.4944714374,0.4874904846,0.0589444303,0.7499850039,0.1941895107,0.011976886,44473,18.3976721788
"Centralia, WA",42,75382,0.5006632883,0.4777720748,0.0742586552,0.9134541402,0.0070175904,0.0104136266,42917,28.2064452804
"Warrensburg, MO",28.6,53879,0.5117392676,0.5359119861,0.0504458599,0.8958778003,0.0447112975,0.0138272796,49978,19.096954524
"Athens, TX",41.4,78836,0.4909051702,0.4761814206,0.0476213115,0.8949718403,0.0646912578,0.0055177838,40299,24.3320522049
"Rock Springs, WY",33.4,44595,0.52209889,0.6851514699,0.0408894195,0.91860074,0.0092611279,0.0070635721,69448,11.5446079151
"Guymon, OK",30.9,21495,0.5149569667,0.6773373038,0.0344314163,0.6374040475,0.0186089788,0.0364270761,50172,5.2853564252
"Hudson, NY",45.4,62525,0.5037185126,0.5712615703,0.0487725417,0.9045981607,0.0408476609,0.0167932827,58625,22.2309640552
"Sevierville, TN",40.3,92561,0.4927453247,0.5856648264,0.0577604299,0.9481639135,0.0079839241,0.0108252936,42499,19.1989973075
"Miami, OK",37,32086,0.4903696316,0.5207237366,0.0567113024,0.6939475161,0.0086330487,0.006607243,36616,9.5058224961
"Gardnerville Ranchos, NV",47.7,47135,0.5030868781,0.5185025052,0.0546555101,0.8949824971,0.0043067784,0.0119656306,58940,9.2029390791
"Laurinburg, NC",37,36034,0.489981684,0.3853014502,0.0773201306,0.4667813731,0.3861908198,0.0078814453,30834,11.2941476192
"Stevens Point, WI",35.1,70337,0.4990261171,0.62275874,0.0529941156,0.9418371554,0.0066678988,0.0273540242,50837,25.0241338814
"Auburn, NY",41.2,79481,0.5114429864,0.5639574232,0.0507137144,0.9237679445,0.0417080812,0.0056491489,51792,28.2797988535
"Greenfield Town, MA",43.4,71300,0.4900280505,0.6299319957,0.0514240506,0.9408415147,0.0107152875,0.0169004208,54072,15.8469598177
"Portsmouth, OH",36.8,78520,0.4958481915,0.4395275091,0.0550816553,0.9442944473,0.0281329598,0.0035404992,36945,20.6802162114
"Clearlake, CA",43.9,64209,0.5030291704,0.424581857,0.0848096925,0.8034854927,0.0233144886,0.0119453659,35997,14.5023550937
"Easton, MD",47,37894,0.4754050773,0.5595294714,0.0441358318,0.8229535019,0.1346387291,0.0150155697,58495,7.6894016441
"Las Vegas, NM",41.7,28899,0.4922661684,0.4228062738,0.0255192878,0.6172185889,0.0182705284,0.0072666874,28292,10.9140145907
"Olean, NY",40.5,79397,0.4958247793,0.544335443,0.0531012658,0.9256898875,0.0145597441,0.0081867073,43503,16.1516367201
"Kinston, NC",39.4,59095,0.4759793553,0.5203354119,0.0753187052,0.5409256282,0.4065318555,0.005364244,35687,18.4540622851
"Marion, IN",38.8,69313,0.4802418017,0.5134742474,0.0529402385,0.8895156753,0.0663367622,0.0067375528,39885,13.1388273559
"McAlester, OK",39.4,45220,0.5102830606,0.5099487406,0.0312241636,0.7216275984,0.0340336134,0.0053073861,41339,14.654171633
"Selma, AL",35.9,42743,0.4626488548,0.4272527204,0.0935016506,0.2881875395,0.6962075662,0.0012867604,26494,11.7926630089
"Seneca, SC",42.3,74656,0.4925525075,0.4739129722,0.0648690318,0.8854613159,0.0756670596,0.0058669096,41197,28.0116804007
"Grand Island, NE",36.6,83426,0.5008031069,0.6720300893,0.0415756289,0.9405221394,0.0169611392,0.0090858965,50237,22.899379533
"Ruston, LA",26.3,47243,0.4844950575,0.5267252781,0.074172048,0.5460703173,0.4080181191,0.0181190864,34210,14.1466489377
"Carlsbad-Artesia, NM",35.4,54834,0.5062552431,0.5886359307,0.0458420652,0.8825363825,0.0142794616,0.0061822957,51303,20.9260133978
"Coco, PR",34.4,30506,0.4862322166,0.3390592188,0.0649307014,0.5666426277,0.0733626172,0.0030485806,13871,11.7218284623
"Enterprise, AL",36.9,50726,0.4955052636,0.5022347624,0.0393517941,0.7700981745,0.1709379805,0.0137207744,45558,11.7996846735
"Oneonta, NY",40.7,61778,0.4842338697,0.5383575468,0.0451455664,0.942325747,0.0187607239,0.0104244229,47884,17.2738445767
"Beaver Dam, WI",40.2,88589,0.5240041089,0.5963523552,0.0462146295,0.9442707334,0.0271929924,0.0051360778,53189,17.8506708156
"Taos, NM",44.9,32956,0.4890763442,0.5138556656,0.0832075958,0.6558138124,0.0047032407,0.0076769025,35823,9.3695044489
"Morehead City, NC",44.4,67851,0.4909139143,0.5247669821,0.0651391046,0.8884614818,0.0617529587,0.0103314616,47179,24.2470974575
"Edwards, CO",34.6,52233,0.5396205464,0.7647855967,0.0402671571,0.8975551854,0.0104914518,0.0048053912,73774,17.7032118429
"Owosso, MI",40,69553,0.4939254957,0.5303418727,0.0686434449,0.9702816557,0.0058085201,0.0041694823,47723,16.7383608569
"Branson, MO",44.2,84679,0.4872282384,0.500692341,0.0638251839,0.9471533674,0.0044166795,0.0011336931,38360,17.5110973628
"Athens, OH",26.5,64840,0.4995064775,0.4749736424,0.0617930344,0.9130475015,0.0228871067,0.0327112893,33773,21.2237480572
"Sunbury, PA",41.6,94294,0.5049313848,0.5262995646,0.0476539119,0.9536237725,0.0257280421,0.0031391181,41560,17.8163210742
"Cornelia, GA",38.4,43342,0.4706289511,0.4848960149,0.0469094923,0.8822158645,0.0380923815,0.0237414056,40689,15.5523823928
"Ponca City, OK",37.3,45781,0.4942006509,0.5560337553,0.048185654,0.7980166445,0.0188069286,0.0064437212,41806,16.4714169889
"Martinsville, VA",42.8,66705,0.474806986,0.4802281719,0.0675683136,0.688224271,0.2675661495,0.0045873623,33417,17.820922189
"Blackfoot, ID",32.2,45558,0.5011414022,0.5935373621,0.0460773652,0.8732604592,0.0029193555,0.0074410641,48088,9.8138816755
"Quincy, IL-MO",38.7,77289,0.4902120612,0.6044372206,0.0466964649,0.9325518508,0.035567804,0.0070255793,45089,19.2493339794
"Manitowoc, WI",43,80805,0.4972217066,0.6193137688,0.0432816046,0.9443846297,0.0054575831,0.0242683002,48629,15.2163861087
"Clarksdale, MS",30.5,25527,0.4622164767,0.4547701693,0.1096560429,0.227837192,0.7592353195,0.0059544796,27735,6.8060991588
"Fernley, NV",42.5,51579,0.5049923418,0.4832648268,0.0894744568,0.8765582892,0.010256112,0.0143856996,47143,13.5241498071
"Duncan, OK",38.9,44900,0.4887973274,0.5231786209,0.0424023277,0.8470824053,0.0248106904,0.0051670379,43519,9.1178960683
"Norwalk, OH",37.4,59186,0.4926671848,0.5865809386,0.0517429909,0.9398844321,0.0094448011,0.0027878214,49315,12.1331246667
"Starkville, MS",24.5,48639,0.4983038303,0.488711983,0.0798787401,0.5833795925,0.3718209667,0.028475092,32348,16.2342004693
"Palatka, FL",43.1,73191,0.4941591179,0.4167740404,0.0582700393,0.7768304846,0.1619734667,0.0064625432,32714,20.5595965198
"Cullman, AL",39.4,80668,0.4967025338,0.5031221432,0.0496444011,0.9555089999,0.0135865523,0.0049709922,39415,30.7543016013
"Barre, VT",41.6,59333,0.4941263715,0.6457340397,0.036062757,0.9616402339,0.008679824,0.0079382468,58293,16.650482092
"Forest City, NC",41.9,67181,0.4841547461,0.4570447997,0.0772661369,0.8583676932,0.0990012057,0.0058349831,36863,14.0645315051
"Klamath Falls, OR",41.7,65985,0.4981132075,0.4909053328,0.0741666353,0.8819125559,0.0091384406,0.0111388952,39534,24.2168680231
"Mount Vernon, OH",37.6,61063,0.48947808,0.5742920381,0.0481558861,0.9659695724,0.0086795605,0.0075004504,48953,12.6553481842
"Americus, GA",33.9,36858,0.4767757339,0.4895738257,0.0769500807,0.4700472082,0.4819577839,0.0119105757,34415,8.8836489808
"Wisconsin Rapids-Marshfield, WI",41.6,74261,0.4935969082,0.6060870148,0.0448314004,0.9519128479,0.0049016307,0.0199701054,48241,18.4146240359
"Lewiston, ID-WA",40.5,61610,0.4903424769,0.5622272054,0.0426660794,0.9123843532,0.0042687875,0.0096088297,44993,14.947962912
"Rochelle, IL",39.9,52782,0.4956045622,0.5983614389,0.0634405006,0.9539615778,0.009131901,0.0040544125,55894,15.888020192
"McComb, MS",36.3,53166,0.4811721777,0.4585023706,0.0592893103,0.4883948388,0.4975360193,0.0039687018,31322,16.1320872588
"Washington, NC",42.6,47587,0.4791434636,0.4791384872,0.0711944647,0.6923529535,0.2595246601,0.0015550465,40671,8.8949093726
"Greenwood, MS",33.4,42190,0.4838587343,0.4120771167,0.0794805673,0.350319981,0.62566959,0.0063996208,27404,14.407657728
"Richmond, IN",38.9,68360,0.4858396723,0.5124338963,0.0607513404,0.9023112932,0.0460942071,0.0099619661,37932,19.1469192924
"Cleveland, MS",32.4,33961,0.469626925,0.4738163149,0.0950370793,0.331733459,0.6417361091,0.0068608109,29255,8.8678152014
"Thomasville, GA",38.1,44733,0.4743030872,0.4736271882,0.0639790158,0.5983278564,0.3698611763,0.00804775,35515,14.2507830471
"Santa Isabel, PR",34.1,23114,0.4839491217,0.3829907706,0.0536775947,0.5765769663,0.0749762049,0,16344,6.9555715671
"Tifton, GA",32.5,40721,0.4837061958,0.4924862089,0.0445437829,0.6318361533,0.2925026399,0.0137521181,34830,8.3347518728
"Marquette, MI",38.6,67535,0.5057229585,0.5222559791,0.0483625958,0.9346709114,0.0168949434,0.006589176,45066,19.0525182379
"Natchitoches, LA",31.9,39359,0.4766889403,0.5017314476,0.0635619276,0.5476257019,0.4077085292,0.00525928,33629,12.5798226437
"Coamo, PR",35.5,40496,0.4874308574,0.3564005149,0.0550409746,0.671325563,0.0773409719,0,17938,13.1878793874
"Cortland, NY",35.2,49231,0.4855274116,0.5831726252,0.044132918,0.9386971624,0.0193983466,0.0073327781,48404,10.7582318028
"Heber, UT",31.5,25550,0.5040313112,0.6411387106,0.0392408596,0.9662622309,0.0017612524,0.0094324853,65582,9.1507818991
"Lake City, FL",38.2,67662,0.5155478703,0.4512127894,0.092061742,0.7722650823,0.1781206586,0.006266442,39194,12.7661727867
"Charleston-Mattoon, IL",33.4,64605,0.4841730516,0.553912347,0.0673694798,0.938255553,0.0303536878,0.0095967804,39363,22.8328617181
"Salina, KS",37.2,61868,0.4969935993,0.6450148239,0.0378164327,0.8895390186,0.0261201267,0.0217236697,48354,13.6072114079
"Coos Bay, OR",46.9,62678,0.491161173,0.4480715569,0.0593822866,0.8945722582,0.0092376911,0.0132901497,39193,23.7206344859
"Sonora, CA",45.8,54347,0.5229911495,0.4204486515,0.0752290802,0.8801405781,0.0187314847,0.0141682154,48493,19.0535307462
"Levelland, TX",31.7,23205,0.4915750916,0.6005067568,0.0434684685,0.832708468,0.0347338936,0.0036630037,50485,6.3450910369
